outcode,Avg asking rent(p/m),Avg asking rent(1 bed),Avg asking rent(2 beds),Avg asking rent(3 beds),Avg asking rent(4 beds),Avg asking rent(5 beds),avg_gross_yield
SN9,1759.0,-,-,1707,1838,-,3.26
SO14,1348.0,1065,1337,1810,1941,1795,6.19
SO15,1260.0,889,1490,1841,2207,2056,4.75
SO16,1563.0,1102,1211,1531,2070,2563,4.66
SO17,1616.0,990,1351,1494,1447,2465,6.17
SO18,1169.0,857,1239,1514,-,-,5.08
SO19,1523.0,1137,1750,1469,1797,2000,6.71
SO20,3068.0,-,950,1850,3250,3719,4.81
SO21,2356.0,1325,1838,1806,2739,-,3.21
SO22,1338.0,922,1713,1823,2021,2871,2.31
SO23,1626.0,999,1520,2419,3607,2563,3.52
SO24,2403.0,2250,2517,1917,2497,5000,3.68
SO30,1290.0,808,1260,1560,1300,2400,3.46
SO31,1532.0,890,1406,1664,2346,-,3.36
SO32,1982.0,913,1158,1571,3038,3500,3.81
SO40,977.0,563,1150,1200,-,-,2.6
SO41,2596.0,925,1406,2062,2457,-,4.39
SO42,2738.0,2000,1200,2000,-,5750,3.35
SO43,1863.0,900,1800,2375,-,-,2.62
SO45,1869.0,998,1246,1698,4000,2198,5.22
SO50,1208.0,772,1259,1550,2088,-,4.17
SO51,1543.0,942,1419,1694,2500,-,2.93
SO52,2329.0,-,1300,1500,1923,-,5.76
SO53,1695.0,1150,1268,1592,2130,5000,4.26
SP1,1930.0,1819,2620,1350,1500,2900,6.56
SP10,870.0,-,1200,1288,-,-,3.19
SP11,1935.0,875,1175,1518,3133,3625,3.94
SP2,1158.0,738,1117,1400,1642,-,3.9
SP3,2167.0,-,1200,2450,2225,-,3.53
SP4,1481.0,875,1000,1382,2007,-,3.6
SP5,1867.0,1120,1300,1635,2486,-,2.71
SP6,2009.0,800,1300,1675,2832,-,4.09
SP7,1524.0,798,1040,1230,2610,-,3.41
SP8,1666.0,788,900,1307,-,4263,4.41
SP9,,-,-,-,-,-,
SR1,719.0,610,911,1450,823,1500,7.85
SR2,640.0,519,730,763,1044,1425,4.12
SR3,677.0,618,611,1350,-,-,3.05
SR4,772.0,475,688,934,994,-,5.65
SR5,703.0,635,686,784,-,-,6.18
SR6,864.0,650,883,1078,2250,-,3.08
SR7,799.0,-,592,680,1298,-,4.7
SR8,583.0,625,531,620,775,-,5.77
SS0,1514.0,952,1527,1718,2311,-,4.21
SS1,1199.0,990,1292,1550,2867,2948,3.16
SS11,1743.0,975,1200,-,2183,2500,4.55
SS12,1350.0,863,1254,1525,2200,-,3.49
SS13,1594.0,1077,1650,1813,1933,2750,5.38
SS14,1525.0,1100,1428,1707,2690,-,6.28
SS15,1738.0,1295,1406,1875,5500,700,5.6
SS16,1783.0,1100,1475,1785,2017,-,5.03
SS17,1589.0,783,1367,1600,2150,2500,4.0
SS2,1390.0,974,1322,1669,1956,-,5.0
SS3,1204.0,1004,1280,1475,-,-,3.07
SS4,1304.0,800,1338,1765,-,-,3.73
SS5,2019.0,895,1400,1500,2300,4000,4.54
SS6,1946.0,-,1567,1720,2513,-,4.51
SS7,1729.0,1100,1299,1917,2313,-,4.55
SS8,1200.0,-,1250,1500,-,1900,4.14
SS9,1811.0,1221,1467,1968,2436,5300,4.36
ST1,757.0,727,764,1030,1350,3500,5.97
ST10,1019.0,-,710,1130,1375,-,3.25
ST11,1148.0,1000,-,1255,-,-,4.01
ST12,1000.0,875,-,-,1475,-,2.33
ST13,796.0,643,659,1058,1815,-,2.44
ST14,984.0,750,755,1193,1323,-,3.1
ST15,1025.0,827,892,995,1073,-,3.23
ST16,757.0,653,936,933,1098,500,3.47
ST17,1081.0,565,898,1108,1398,2273,3.48
ST18,1263.0,450,1117,1355,-,1750,2.99
ST19,1634.0,1625,874,1048,2500,5000,4.56
ST2,692.0,475,714,766,-,-,3.82
ST20,1248.0,-,-,1248,-,-,3.34
ST21,1024.0,-,848,-,2000,-,2.03
ST3,983.0,684,804,1475,1450,1500,4.95
ST4,790.0,596,779,968,528,1186,4.23
ST5,931.0,616,870,1160,1353,2338,4.26
ST6,702.0,568,736,891,-,-,4.86
ST7,1235.0,1380,1113,1006,1790,-,4.77
ST8,935.0,644,-,1370,-,-,3.73
ST9,4095.0,-,4095,-,-,-,13.25
SW1,8805.0,4062,6608,12801,18259,20547,2.99
SW10,6169.0,2916,4453,7281,11538,18869,3.58
SW11,4569.0,3054,4265,6252,7706,11993,4.73
SW12,3152.0,2057,3061,4498,5054,5836,4.48
SW13,4362.0,1946,2827,4271,6520,5633,3.24
SW14,4090.0,1566,2470,3183,6988,7275,5.09
SW15,3949.0,2143,2893,3427,4627,7345,5.22
SW16,2208.0,1565,2000,2937,3566,4258,4.55
SW17,2745.0,1868,2317,3180,3884,5964,4.75
SW18,3252.0,2386,2895,4198,4946,6485,4.93
SW19,3863.0,2036,2863,3873,4983,10592,4.26
SW2,2661.0,1802,2280,3242,4123,3865,5.09
SW20,3694.0,1665,2578,3573,5297,6785,4.92
SW3,5905.0,3440,4740,12517,18151,19234,2.99
SW4,3327.0,2342,2779,3611,5289,7500,5.43
SW5,4240.0,3043,4386,6823,8608,28167,3.65
SW6,4519.0,2692,3644,5665,9065,8731,4.36
SW7,12021.0,4669,6567,12850,22010,43596,4.58
SW8,4482.0,3255,4587,7092,5659,5742,3.24
SW9,2685.0,1969,2609,3196,3935,5384,5.24
SY1,1128.0,725,937,1752,1150,-,4.32
SY10,825.0,-,613,900,1000,-,2.08
SY11,1430.0,-,689,848,-,-,5.79
SY12,1016.0,425,1044,1200,1450,-,3.43
SY13,958.0,609,789,998,1706,-,2.97
SY14,1999.0,676,1158,895,2650,4500,4.39
SY15,450.0,-,450,-,-,-,1.21
SY16,623.0,495,-,750,-,-,2.1
SY17,1500.0,-,-,-,-,1500,5.0
SY18,555.0,385,550,728,-,-,2.41
SY19,,-,-,-,-,-,
SY2,1731.0,1541,1508,2314,1767,1600,5.5
SY20,1200.0,-,-,1200,1200,-,4.38
SY21,735.0,480,-,882,1025,-,2.44
SY22,1020.0,-,575,1200,1375,-,2.73
SY23,945.0,591,970,1075,1300,1300,3.41
SY24,647.0,-,-,799,-,600,2.38
SY25,,-,-,-,-,-,
SY3,1099.0,685,827,1201,1625,-,3.39
SY4,1040.0,532,785,1093,1950,1500,2.84
SY5,1034.0,891,756,1285,1100,-,2.73
SY6,931.0,-,763,1100,-,-,1.92
SY7,1018.0,713,800,1317,1600,-,2.48
SY8,830.0,581,850,1000,-,-,2.47
SY9,725.0,-,725,-,-,-,1.81
TA1,1189.0,886,1217,1314,1766,-,4.8
TA10,2538.0,717,1000,1800,1850,-,5.69
TA11,2132.0,-,750,1424,3167,3950,3.95
TA12,1283.0,-,900,1475,-,-,3.33
TA13,1142.0,975,1225,-,-,-,2.54
TA14,3500.0,-,-,-,-,3500,7.58
TA16,995.0,-,-,995,-,-,2.61
TA18,1468.0,850,955,995,2200,3150,5.03
TA19,1039.0,-,913,1142,2250,-,2.68
TA2,1138.0,856,1080,1266,1692,-,4.0
TA20,1121.0,803,841,1333,4300,-,2.97
TA21,1094.0,657,1050,1163,1550,2250,3.47
TA22,651.0,618,685,-,-,-,1.84
TA23,,-,-,-,-,-,
TA24,1134.0,672,1286,1038,1200,-,3.18
TA3,1321.0,-,1154,1325,-,2150,2.78
TA4,1408.0,-,1013,1268,1975,-,3.48
TA5,1182.0,730,1038,1274,1648,-,2.57
TA6,1215.0,795,965,1290,1857,-,4.78
TA7,2726.0,-,975,1432,1600,-,6.44
TA8,1011.0,799,1057,1398,-,-,3.71
TA9,958.0,-,885,1250,-,-,2.74
TF1,1377.0,2124,797,1635,1542,1495,5.64
TF10,912.0,418,1095,1019,-,-,2.57
TF11,1555.0,663,948,1199,1500,3798,4.33
TF12,933.0,585,775,1034,-,-,3.31
TF13,795.0,-,795,-,-,-,2.25
TF2,1087.0,599,1140,1142,1434,-,4.5
TF3,1304.0,-,813,1431,1385,-,6.29
TF4,1030.0,713,816,1680,1300,-,4.53
TF5,,-,-,-,-,-,
TF6,1204.0,950,913,1225,-,2000,2.9
TF7,944.0,610,1312,1036,-,-,5.03
TF8,1668.0,-,835,2443,1900,-,5.06
TF9,1403.0,899,732,1397,1984,-,4.15
TN1,1573.0,1120,1595,2000,2850,4700,4.65
TN10,1163.0,1140,1000,1455,-,-,2.44
TN11,2280.0,-,1350,2474,2250,3000,3.09
TN12,2443.0,875,1759,1882,3014,4648,4.71
TN13,2452.0,1114,1921,2109,3400,5080,3.2
TN14,2389.0,1225,1650,2158,3525,3850,3.09
TN15,3630.0,1100,1138,2811,3332,3450,5.39
TN16,2526.0,-,1663,1683,4517,3495,4.38
TN17,1719.0,1200,1075,2055,1849,2550,2.8
TN18,2321.0,-,1313,1350,3500,-,3.99
TN19,2103.0,1100,1650,1388,2667,3300,3.25
TN2,1831.0,1013,1450,1942,2986,-,3.84
TN20,1279.0,797,1063,1500,2325,-,1.67
TN21,1403.0,933,1313,1729,-,-,2.32
TN22,2621.0,1400,1175,1600,3100,4265,4.57
TN23,1432.0,1068,1204,1538,1877,2180,4.53
TN24,1411.0,838,1273,2275,1819,3750,4.6
TN25,1397.0,-,1167,1707,1850,2500,3.02
TN26,2227.0,1200,1250,1817,2900,3300,3.95
TN27,2133.0,-,695,2075,2650,-,3.54
TN28,1218.0,-,2900,1688,-,-,3.64
TN29,1114.0,-,1075,1450,1495,-,3.51
TN3,6521.0,-,-,2075,10000,2400,7.23
TN30,1949.0,1048,1000,-,2400,-,3.88
TN31,1946.0,750,1134,1604,2850,3150,4.47
TN32,3675.0,-,-,-,2100,5250,6.6
TN33,1605.0,-,1300,1698,1650,2900,3.46
TN34,1326.0,816,1371,1575,2425,-,3.97
TN35,1721.0,-,963,1450,-,2500,4.27
TN36,1100.0,1100,-,-,-,-,3.55
TN37,1165.0,883,1107,1594,2000,-,4.35
TN38,1206.0,863,1174,1700,-,1900,3.96
TN39,1285.0,907,1165,1200,2349,-,3.12
TN4,2130.0,1924,1839,2531,3465,-,4.58
TN40,1242.0,863,1138,1450,1950,-,4.49
TN5,2621.0,895,1417,2100,3200,3492,3.97
TN6,2233.0,1100,1200,1889,2242,2992,4.09
TN7,1650.0,-,-,1650,-,-,1.98
TN8,1950.0,1149,1265,1965,3233,4700,3.38
TN9,1487.0,1067,1549,1967,-,-,4.24
TQ1,1222.0,819,1094,2042,1654,2700,3.88
TQ10,800.0,-,800,-,-,-,2.12
TQ11,1200.0,-,1200,-,-,-,3.3
TQ12,1140.0,834,1092,1396,1800,-,3.44
TQ13,1143.0,582,1263,1325,1200,1650,2.82
TQ14,1162.0,623,1017,1398,-,2725,3.08
TQ2,1171.0,801,1298,1463,1875,3400,3.85
TQ3,1133.0,675,1138,1275,1600,-,4.16
TQ4,1109.0,649,1114,1325,1433,-,4.72
TQ5,1077.0,706,1122,1349,1348,-,3.36
TQ6,1234.0,706,1081,1650,1863,-,2.56
TQ7,1262.0,1017,1094,1163,2250,-,2.36
TQ8,1173.0,-,1150,1195,-,-,1.1
TQ9,1512.0,888,1059,1375,2600,3250,2.69
TR1,1584.0,900,1095,1486,2300,3023,4.15
TR10,1589.0,1068,1917,1800,1800,2600,5.39
TR11,1985.0,981,1327,1665,2743,-,4.05
TR12,1516.0,1250,948,1467,2033,-,3.18
TR13,2089.0,975,1175,1966,-,1900,5.57
TR14,909.0,663,1069,1150,-,-,3.32
TR15,1063.0,895,895,1275,1600,-,4.64
TR16,1433.0,-,1113,1675,-,1750,4.26
TR17,3157.0,3157,-,-,-,-,6.68
TR18,2940.0,2336,2372,3260,4494,1295,10.16
TR19,1367.0,900,-,1397,1462,-,3.38
TR2,1316.0,975,1188,1500,1800,-,2.15
TR20,3015.0,3015,-,-,-,-,7.1
TR26,1227.0,933,1269,1888,-,-,2.52
TR27,1109.0,-,972,1400,1500,-,3.97
TR3,1619.0,1000,1300,1500,2425,-,3.2
TR4,1212.0,825,1100,1283,2083,1750,2.79
TR5,1233.0,800,1100,1375,-,-,2.83
TR6,1416.0,-,838,1717,1350,1800,3.04
TR7,1001.0,750,1165,-,1800,-,2.81
TR8,2765.0,-,1182,3185,2000,-,8.44
TR9,1195.0,-,1195,-,-,-,4.32
TS1,585.0,511,777,695,728,452,5.59
TS10,866.0,414,653,996,1900,2300,4.61
TS11,1025.0,-,2000,748,-,-,6.0
TS12,733.0,1517,590,948,-,-,3.65
TS13,696.0,-,679,620,-,1200,2.49
TS14,831.0,476,709,874,1325,1850,3.92
TS15,1145.0,785,809,1114,1625,1500,3.35
TS16,775.0,-,725,825,-,-,2.92
TS17,914.0,535,711,914,1480,1650,4.84
TS18,636.0,516,679,848,1300,-,3.84
TS19,631.0,554,619,709,550,-,4.06
TS20,584.0,332,622,680,-,-,3.38
TS21,801.0,675,675,592,1495,-,3.19
TS22,1272.0,-,1075,1069,1875,-,3.21
TS23,711.0,-,566,739,-,1100,5.57
TS24,636.0,563,553,635,975,-,5.78
TS25,538.0,514,523,658,600,-,4.99
TS26,637.0,566,598,652,1042,850,3.37
TS27,663.0,425,501,788,-,1950,3.04
TS28,578.0,-,571,600,-,-,3.88
TS29,576.0,400,542,611,-,-,4.63
TS3,657.0,450,611,706,888,466,8.05
TS4,695.0,505,714,924,1095,457,6.04
TS5,767.0,552,739,848,1196,819,4.74
TS6,885.0,503,1251,653,975,995,6.19
TS7,1622.0,1021,-,2013,1632,-,5.8
TS8,861.0,-,763,649,-,1695,4.73
TS9,1054.0,-,725,1275,950,900,3.44
TW1,3768.0,1996,2716,3868,5259,8147,4.23
TW10,5401.0,2047,3587,4716,4529,10000,5.66
TW11,2791.0,1520,2369,3630,3897,4995,3.97
TW12,2176.0,1462,2013,2954,2842,-,3.27
TW13,1704.0,1258,1915,2132,2870,-,5.12
TW14,1738.0,1360,1647,2131,2478,3200,5.2
TW15,1633.0,1315,1727,2190,2483,950,4.03
TW16,2248.0,1369,1826,2268,3416,3538,4.55
TW17,2359.0,1310,1833,4365,2200,-,4.15
TW18,1908.0,1448,1809,2317,3667,2625,4.42
TW19,2347.0,1500,1775,2271,2983,6063,4.24
TW2,2470.0,1860,1969,2734,3223,3813,4.36
TW20,2384.0,1291,2213,2400,3138,4800,3.32
TW3,1875.0,1505,1991,2506,2868,4075,4.92
TW4,1630.0,1261,1926,2312,2779,4250,3.87
TW5,2162.0,1092,1759,2430,2637,3917,4.22
TW7,2306.0,1633,2006,2679,3994,4768,4.47
TW8,2745.0,1878,2676,4615,5950,5236,5.6
TW9,4195.0,2277,3001,5206,5884,8532,5.32
UB1,1916.0,1504,1990,2271,2661,3913,4.77
UB10,1965.0,1234,1778,2348,2700,4767,3.58
UB2,2095.0,1536,2058,2565,3724,3550,5.3
UB3,1866.0,1381,1898,2416,2731,-,5.57
UB4,1799.0,1308,1810,2336,2649,-,4.86
UB5,1740.0,1376,1754,2293,3133,-,5.2
UB6,1895.0,1525,2137,2657,3157,-,4.43
UB7,1787.0,1364,1808,2244,2667,3000,5.33
UB8,2090.0,1357,1768,2357,2781,3381,5.79
UB9,2810.0,1417,1717,2588,3293,3500,5.77
W1,8390.0,5144,7577,14544,19437,22724,2.81
W10,3982.0,2709,3711,4216,7464,11388,4.59
W11,8844.0,3852,6057,11417,20297,25183,6.13
W12,3204.0,2332,3350,5231,4555,6447,4.14
W13,2552.0,1945,2242,4095,4612,2880,4.52
W14,4158.0,2694,3649,5970,7413,14422,3.4
W2,5553.0,3768,5301,7723,12548,15566,3.94
W3,2729.0,2151,3186,3297,3718,5244,5.0
W4,4049.0,2469,2648,4082,5993,7014,4.89
W5,2472.0,1789,2431,3447,3942,4660,3.15
W6,4576.0,2690,4539,6294,5976,8026,5.12
W7,1953.0,1540,2154,2930,3000,3374,4.06
W8,10274.0,3593,7774,15846,15280,34405,3.58
W9,4102.0,2439,3719,5589,5961,14851,4.42
WA1,903.0,667,1041,1342,-,-,3.63
WA10,1109.0,554,960,1110,2587,2150,5.66
WA11,771.0,608,869,916,-,-,4.06
WA12,1006.0,695,831,1108,1600,1800,4.57
WA13,2132.0,1158,900,1423,3525,-,5.55
WA14,3385.0,1151,1542,2996,4971,8047,4.94
WA15,3475.0,850,1732,2597,3960,7821,4.67
WA16,2215.0,1260,1038,2106,3199,3088,3.11
WA2,1129.0,670,920,1688,3217,450,5.44
WA3,987.0,550,845,1167,1550,-,3.29
WA4,1313.0,756,1171,1396,1825,3467,3.44
WA5,1090.0,650,1044,1499,1594,-,4.24
WA6,1210.0,766,932,1300,-,2250,3.32
WA7,726.0,570,766,886,-,-,3.65
WA8,989.0,471,801,976,1900,2632,3.64
WA9,847.0,695,741,875,1775,-,4.21
WC1,3853.0,3115,4368,5732,7169,5866,3.77
WC2,6389.0,5290,6657,10799,13016,13000,3.72
WD17,2065.0,1325,1719,2819,3768,3800,4.61
WD18,1873.0,1365,1937,2670,3388,5670,5.86
WD19,2109.0,1400,1659,2324,3247,3137,4.16
WD23,2270.0,1396,1761,2683,3453,4000,3.83
WD24,1513.0,1209,1610,2009,2363,-,4.54
WD25,2248.0,1433,1553,1921,2938,3050,4.31
WD3,2996.0,1283,2087,2370,4858,4050,4.4
WD4,2276.0,1150,1400,1995,2889,5500,3.92
WD5,2500.0,-,1650,3500,2733,-,4.97
WD6,2174.0,1756,1741,2508,2899,5750,4.48
WD7,6504.0,5500,2636,1400,5723,7814,3.2
WF1,819.0,732,894,943,1469,-,3.69
WF10,807.0,522,812,1031,1289,-,4.12
WF11,706.0,575,825,850,-,-,3.48
WF12,984.0,650,788,1049,1300,-,3.67
WF13,795.0,498,796,1025,1220,-,5.68
WF14,863.0,660,748,-,1500,-,3.02
WF15,875.0,-,625,775,1475,-,3.34
WF16,997.0,600,755,1200,-,-,5.63
WF17,981.0,706,770,1023,1325,1700,4.4
WF2,977.0,551,871,1143,1436,1500,3.53
WF3,1045.0,-,826,1299,1448,-,3.77
WF4,944.0,-,796,1113,1400,-,3.15
WF5,812.0,658,860,1023,-,-,3.45
WF6,807.0,488,890,1025,1117,-,3.93
WF7,800.0,650,705,863,-,1300,3.42
WF8,977.0,546,811,925,1550,1500,3.43
WF9,662.0,508,678,857,885,-,3.36
WN1,726.0,640,797,903,505,-,3.1
WN2,753.0,495,677,892,-,1750,3.96
WN3,1146.0,693,1090,1604,-,-,6.14
WN4,867.0,-,817,917,-,-,4.43
WN5,785.0,595,734,895,2350,-,3.59
WN6,818.0,751,787,1081,1000,855,3.48
WN7,811.0,680,794,1024,-,-,4.6
WN8,807.0,-,913,787,850,-,3.14
WR1,813.0,742,980,1282,-,-,2.99
WR10,1408.0,750,1100,1620,1745,1895,3.72
WR11,1216.0,723,930,1135,2075,-,3.59
WR12,2044.0,-,2225,1863,-,-,3.55
WR13,2198.0,-,1295,2200,2748,2000,4.67
WR14,1200.0,750,1075,1510,1789,550,3.52
WR15,1667.0,650,-,1350,-,3000,4.12
WR2,761.0,685,1025,1347,692,646,2.11
WR3,1057.0,900,1008,1132,1850,-,3.24
WR4,926.0,785,967,1173,-,-,4.58
WR5,1139.0,804,1039,1289,1513,2500,3.83
WR6,2150.0,-,-,1200,2750,1900,4.16
WR7,1075.0,875,1150,1400,-,-,1.87
WR8,1297.0,713,785,-,2100,-,2.29
WR9,1220.0,657,1086,1250,1795,3250,3.03
WS1,954.0,725,855,1078,1375,-,4.28
WS10,1016.0,652,953,1023,925,5837,5.47
WS11,921.0,693,841,1013,1525,-,3.89
WS12,1026.0,600,819,1111,1275,1650,4.3
WS13,1386.0,1124,2024,1381,1675,2600,3.91
WS14,1380.0,725,1060,1587,1800,2500,3.01
WS15,1289.0,713,1124,1118,1971,-,3.99
WS2,821.0,746,813,953,-,-,5.11
WS3,1014.0,693,879,1040,1200,-,4.66
WS4,944.0,666,900,1400,-,-,3.95
WS5,1516.0,-,978,1350,2041,-,4.59
WS6,1003.0,-,975,1033,850,-,3.54
WS7,1004.0,688,753,1400,1500,-,3.55
WS8,1854.0,-,1025,1295,5733,-,8.16
WS9,1233.0,675,813,1300,1500,2300,3.82
WV1,979.0,686,1710,1719,1310,2450,6.54
WV10,1036.0,788,875,1101,1450,1400,4.3
WV11,1041.0,896,1010,1081,1382,-,4.57
WV12,1030.0,-,995,1048,-,-,5.68
WV13,1026.0,613,908,1100,1500,-,5.7
WV14,953.0,745,845,1156,1300,-,5.02
WV15,1799.0,-,-,1250,1936,-,3.68
WV16,1185.0,613,908,1306,-,-,3.46
WV2,1010.0,782,907,1231,1511,-,6.08
WV3,1163.0,688,970,1188,2048,4500,4.42
WV4,993.0,623,925,1159,1450,-,4.04
WV5,1677.0,1026,885,2175,1250,3995,3.57
WV6,1512.0,773,1042,1403,2374,1900,4.86
WV7,1250.0,-,1117,1450,-,-,3.91
WV8,1704.0,-,973,1723,1795,3750,5.29
WV9,1173.0,-,795,-,1550,-,4.93
YO1,1877.0,1297,1874,3163,3000,2500,5.13
YO10,1444.0,979,1409,1604,1798,1800,4.64
YO11,806.0,789,857,939,925,995,4.13
YO12,959.0,658,772,1706,-,-,5.18
YO13,1029.0,-,972,1200,-,-,2.88
YO14,924.0,-,740,950,1163,-,4.33
YO15,620.0,482,683,725,1800,-,3.32
YO16,701.0,536,714,-,1295,-,4.0
YO17,1191.0,723,825,750,1850,3200,4.21
YO18,862.0,-,788,844,-,-,2.54
YO19,1471.0,-,1524,1248,-,1600,3.64
YO21,883.0,525,816,1111,795,-,3.04
YO22,800.0,-,675,1050,-,-,2.93
YO23,1775.0,1125,1295,2358,2750,-,4.75
YO24,1496.0,961,1319,1892,-,2500,4.76
YO25,803.0,508,687,855,1300,-,2.92
YO26,1579.0,1249,1238,1525,3250,2100,3.73
YO30,1320.0,1238,1359,1500,-,-,3.65
YO31,1515.0,1340,1482,1917,1992,2995,5.07
YO32,1355.0,1426,1141,1275,-,2150,4.11
YO41,1436.0,-,895,-,1175,2500,4.13
YO42,1171.0,560,650,1249,1490,3000,3.99
YO43,952.0,750,638,938,1398,-,3.08
YO51,2213.0,-,850,1350,-,3325,5.99
YO60,1200.0,-,813,925,-,2250,2.6
YO61,1674.0,750,895,1050,1983,2375,3.83
YO62,828.0,708,738,1250,-,-,1.94
YO7,1501.0,-,1005,1338,2024,-,3.4
YO8,1012.0,775,823,950,1420,995,3.58
